(1, 0, 2, 'S')
(1, 2, 0, 'R')
(3, 2, 2, 'S')
(3, 4, 0, 'R')
(4, 5, 2, 'S')
(7, 6, 2, 'S')
(7, 8, 0, 'R')
(9, 8, 2, 'S')
(9, 10, 0, 'R')
(11, 10, 2, 'S')
(11, 12, 0, 'R')
(13, 12, 2, 'S')
(13, 14, 0, 'R')
(14, 15, 2, 'S')
(15, 16, 0, 'R')
(17, 16, 3, 'S')
(17, 18, 0, 'R')
(18, 19, 3, 'S')
(19, 20, 0, 'R')
(21, 20, 2, 'S')
(21, 22, 0, 'R')
(22, 23, 2, 'S')
(24, 25, 2, 'S')
(26, 27, 2, 'S')
(29, 28, 2, 'S')
(29, 30, 0, 'R')
(30, 31, 2, 'S')
(31, 32, 0, 'R')
(32, 33, 3, 'S')
(33, 34, 0, 'R')
(35, 34, 2, 'S')
(35, 36, 0, 'R')
(36, 37, 2, 'S')
(37, 38, 0, 'R')
(38, 39, 3, 'S')
(39, 40, 0, 'R')
(40, 41, 2, 'S')
(42, 43, 2, 'S')
(44, 45, 2, 'S')
(45, 46, 0, 'R')
(46, 47, 3, 'S')
(47, 48, 0, 'R')
(48, 49, 2, 'S')
(49, 50, 0, 'R')
(51, 50, 1, 'S')
(51, 52, 0, 'R')
(53, 52, 1, 'S')
(53, 54, 0, 'R')
(54, 55, 1, 'S')
(55, 56, 0, 'R')
(56, 57, 2, 'S')
(58, 59, 2, 'S')
(61, 60, 2, 'S')
(61, 62, 0, 'R')
(62, 63, 2, 'S')
(63, 64, 0, 'R')
(64, 65, 2, 'S')
(65, 66, 0, 'R')
(67, 66, 2, 'S')
(67, 68, 0, 'R')
(68, 69, 2, 'S')
(69, 70, 0, 'R')
(70, 71, 2, 'S')
(71, 72, 0, 'R')
(73, 72, 2, 'S')
(73, 74, 0, 'R')
(74, 75, 2, 'S')
(77, 76, 2, 'S')
(77, 78, 0, 'R')
(79, 78, 2, 'S')
(79, 80, 0, 'R')
(80, 81, 2, 'S')
(83, 82, 2, 'S')
(83, 84, 0, 'R')
(85, 84, 2, 'S')
(85, 86, 0, 'R')
(86, 87, 2, 'S')
(87, 88, 0, 'R')
(88, 89, 3, 'S')
(89, 90, 0, 'R')
(91, 90, 2, 'S')
(91, 92, 0, 'R')
(93, 92, 2, 'S')
(93, 94, 0, 'R')
(95, 94, 2, 'S')
(95, 96, 0, 'R')
(97, 96, 2, 'S')
(97, 98, 0, 'R')
(98, 99, 2, 'S')
(99, 100, 0, 'R')
(100, 101, 3, 'S')
(101, 102, 0, 'R')
(102, 103, 2, 'S')
(104, 105, 2, 'S')
(106, 107, 2, 'S')
(108, 109, 2, 'S')
(110, 111, 2, 'S')
(111, 112, 0, 'R')
(112, 113, 1, 'S')
(113, 114, 0, 'R')
(115, 114, 2, 'S')
(115, 116, 0, 'R')
(116, 117, 2, 'S')
(117, 118, 0, 'R')
(118, 119, 3, 'S')
(119, 120, 0, 'R')
(121, 120, 2, 'S')
(121, 122, 0, 'R')
(122, 123, 2, 'S')
(123, 124, 0, 'R')
(124, 125, 1, 'S')
(125, 126, 0, 'R')
(126, 127, 2, 'S')
(129, 128, 2, 'S')
(129, 130, 0, 'R')
(131, 130, 2, 'S')
(131, 132, 0, 'R')
(132, 133, 2, 'S')
(134, 135, 2, 'S')
(136, 137, 2, 'S')
(138, 139, 2, 'S')
(140, 141, 2, 'S')
(142, 143, 2, 'S')
(143, 144, 0, 'R')
(144, 145, 2, 'S')
(145, 146, 0, 'R')
(146, 147, 2, 'S')
(147, 148, 0, 'R')
(148, 149, 1, 'S')
(149, 150, 0, 'R')
(150, 151, 2, 'S')
(152, 153, 2, 'S')
(154, 155, 2, 'S')
(156, 157, 0, 'S')
(1, 4, 0, 'SV')
(2, 73, 0, 'SV')
(3, 74, 0, 'SV')
(7, 9, 0, 'SV')
(8, 10, 0, 'SV')
(11, 13, 0, 'SV')
(18, 22, 0, 'SV')
(19, 19, 0, 'SV')
(30, 36, 0, 'SV')
(33, 33, 0, 'SV')
(38, 39, 0, 'SV')
(46, 47, 0, 'SV')
(51, 54, 0, 'SV')
(61, 68, 0, 'SV')
(77, 79, 0, 'SV')
(83, 96, 0, 'SV')
(84, 95, 0, 'SV')
(86, 92, 0, 'SV')
(89, 89, 0, 'SV')
(93, 98, 0, 'SV')
(94, 97, 0, 'SV')
(100, 101, 0, 'SV')
(123, 126, 0, 'SV')
(115, 121, 0, 'SV')
(118, 118, 0, 'SV')
(129, 131, 0, 'SV')
