(0, 1, 2, 'S')
(1, 2, 0, 'R')
(2, 3, 1, 'S')
(3, 4, 0, 'R')
(5, 4, 2, 'S')
(5, 6, 0, 'R')
(7, 6, 2, 'S')
(7, 8, 0, 'R')
(8, 9, 2, 'S')
(10, 11, 2, 'S')
(11, 12, 0, 'R')
(12, 13, 1, 'S')
(13, 14, 0, 'R')
(14, 15, 2, 'S')
(16, 17, 2, 'S')
(17, 18, 0, 'R')
(18, 19, 3, 'S')
(19, 20, 0, 'R')
(20, 21, 2, 'S')
(21, 22, 0, 'R')
(23, 22, 1, 'S')
(23, 24, 0, 'R')
(24, 25, 1, 'S')
(25, 26, 0, 'R')
(26, 27, 2, 'S')
(28, 29, 2, 'S')
(30, 31, 2, 'S')
(31, 32, 0, 'R')
(32, 33, 1, 'S')
(33, 34, 0, 'R')
(34, 35, 2, 'S')
(35, 36, 0, 'R')
(36, 37, 3, 'S')
(37, 38, 0, 'R')
(38, 39, 2, 'S')
(41, 40, 2, 'S')
(41, 42, 0, 'R')
(43, 42, 2, 'S')
(43, 44, 0, 'R')
(44, 45, 2, 'S')
(46, 47, 2, 'S')
(47, 48, 0, 'R')
(49, 48, 3, 'S')
(49, 50, 0, 'R')
(50, 51, 3, 'S')
(51, 52, 0, 'R')
(53, 52, 2, 'S')
(53, 54, 0, 'R')
(54, 55, 2, 'S')
(56, 57, 2, 'S')
(58, 59, 2, 'S')
(59, 60, 0, 'R')
(60, 61, 1, 'S')
(61, 62, 0, 'R')
(62, 63, 2, 'S')
(63, 64, 0, 'R')
(65, 64, 1, 'S')
(65, 66, 0, 'R')
(67, 66, 1, 'S')
(67, 68, 0, 'R')
(68, 69, 1, 'S')
(69, 70, 0, 'R')
(70, 71, 2, 'S')
(72, 73, 3, 'S')
(73, 74, 0, 'R')
(74, 75, 1, 'S')
(75, 76, 0, 'R')
(76, 77, 3, 'S')
(77, 78, 0, 'R')
(78, 79, 3, 'S')
(79, 80, 0, 'R')
(80, 81, 3, 'S')
(81, 82, 0, 'R')
(82, 83, 4, 'S')
(83, 84, 0, 'R')
(84, 85, 3, 'S')
(85, 86, 0, 'R')
(86, 87, 3, 'S')
(87, 88, 0, 'R')
(88, 89, 3, 'S')
(89, 90, 0, 'R')
(90, 91, 3, 'S')
(91, 92, 0, 'R')
(93, 92, 3, 'S')
(93, 94, 0, 'R')
(95, 94, 3, 'S')
(95, 96, 0, 'R')
(96, 97, 3, 'S')
(97, 98, 0, 'R')
(99, 98, 4, 'S')
(99, 100, 0, 'R')
(101, 100, 4, 'S')
(101, 102, 0, 'R')
(102, 103, 4, 'S')
(103, 104, 0, 'R')
(105, 104, 6, 'S')
(105, 106, 0, 'R')
(107, 106, 6, 'S')
(107, 108, 0, 'R')
(108, 109, 6, 'S')
(109, 110, 0, 'R')
(111, 110, 3, 'S')
(111, 112, 0, 'R')
(112, 113, 3, 'S')
(113, 114, 0, 'R')
(114, 115, 3, 'S')
(117, 116, 2, 'S')
(117, 118, 0, 'R')
(119, 118, 2, 'S')
(119, 120, 0, 'R')
(120, 121, 2, 'S')
(122, 123, 2, 'S')
(124, 125, 2, 'S')
(126, 127, 2, 'S')
(128, 129, 2, 'S')
(129, 130, 0, 'R')
(130, 131, 3, 'S')
(131, 132, 0, 'R')
(132, 133, 2, 'S')
(135, 134, 2, 'S')
(135, 136, 0, 'R')
(137, 136, 2, 'S')
(137, 138, 0, 'R')
(138, 139, 2, 'S')
(140, 141, 2, 'S')
(142, 143, 2, 'S')
(143, 144, 0, 'R')
(145, 144, 1, 'S')
(145, 146, 0, 'R')
(146, 147, 1, 'S')
(147, 148, 0, 'R')
(149, 148, 2, 'S')
(149, 150, 0, 'R')
(150, 151, 2, 'S')
(152, 153, 2, 'S')
(154, 155, 2, 'S')
(156, 157, 2, 'S')
(158, 159, 2, 'S')
(160, 161, 2, 'S')
(162, 163, 0, 'S')
(1, 4, 0, 'SV')
(5, 7, 0, 'SV')
(6, 8, 0, 'SV')
(18, 19, 0, 'SV')
(23, 26, 0, 'SV')
(36, 37, 0, 'SV')
(41, 43, 0, 'SV')
(42, 44, 0, 'SV')
(50, 54, 0, 'SV')
(51, 51, 0, 'SV')
(65, 68, 0, 'SV')
(82, 83, 0, 'SV')
(93, 95, 0, 'SV')
(94, 96, 0, 'SV')
(100, 108, 0, 'SV')
(105, 118, 0, 'SV')
(106, 119, 0, 'SV')
(111, 102, 0, 'SV')
(117, 120, 0, 'SV')
(133, 133, 0, 'SV')
(135, 137, 0, 'SV')
(145, 150, 0, 'SV')
