[82, 83, 96, 97, 98, 99, 100, 101, 102, 103, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 95, 94]
(83, 82, 2, 'S')
(83, 96, 1, 'SV')
(83, 84, 1, 'R')
(97, 96, 2, 'S')
(95, 96, 1, 'R')
(97, 98, 1, 'R')
(94, 97, 1, 'SV')
(98, 99, 2, 'S')
(93, 98, 1, 'SV')
(99, 100, 2, 'R')
(100, 101, 1, 'SV')
(100, 101, 3, 'S')
(101, 102, 2, 'R')
(102, 103, 2, 'S')
(93, 92, 2, 'S')
(93, 94, 1, 'R')
(91, 92, 1, 'R')
(86, 92, 1, 'SV')
(91, 90, 1, 'S')
(89, 90, 1, 'R')
(88, 89, 3, 'S')
(87, 88, 2, 'R')
(86, 87, 2, 'S')
(85, 86, 1, 'R')
(85, 84, 2, 'S')
(84, 95, 1, 'SV')
(95, 94, 2, 'S')
(89, 89, 1, 'SV')
