[52, 53, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 55, 56, 57, 54, 71, 70]
(53, 52, 2, 'S')
(53, 72, 1, 'SV')
(53, 54, 1, 'R')
(73, 72, 2, 'S')
(71, 72, 1, 'R')
(73, 74, 1, 'R')
(56, 73, 1, 'SV')
(75, 74, 2, 'S')
(55, 74, 1, 'SV')
(75, 76, 1, 'R')
(75, 77, 1, 'SV')
(77, 76, 2, 'S')
(76, 78, 1, 'SV')
(77, 78, 1, 'R')
(79, 78, 2, 'S')
(79, 80, 1, 'R')
(79, 85, 1, 'SV')
(80, 81, 1, 'S')
(81, 82, 1, 'R')
(82, 83, 3, 'S')
(83, 84, 2, 'R')
(84, 85, 2, 'S')
(55, 56, 1, 'R')
(55, 54, 2, 'S')
(56, 57, 2, 'S')
(54, 71, 1, 'SV')
(71, 70, 2, 'S')
(82, 82, 1, 'SV')
