(1, 0, 2, 'S')
(1, 2, 0, 'R')
(3, 2, 2, 'S')
(3, 4, 0, 'R')
(4, 5, 2, 'S')
(6, 7, 2, 'S')
(7, 8, 0, 'R')
(8, 9, 1, 'S')
(9, 10, 0, 'R')
(11, 10, 2, 'S')
(11, 12, 0, 'R')
(12, 13, 2, 'S')
(13, 14, 0, 'R')
(14, 15, 3, 'S')
(15, 16, 0, 'R')
(17, 16, 2, 'S')
(17, 18, 0, 'R')
(19, 18, 2, 'S')
(19, 20, 0, 'R')
(21, 20, 2, 'S')
(21, 22, 0, 'R')
(23, 22, 2, 'S')
(23, 24, 0, 'R')
(25, 24, 2, 'S')
(25, 26, 0, 'R')
(26, 27, 2, 'S')
(27, 28, 0, 'R')
(28, 29, 1, 'S')
(29, 30, 0, 'R')
(30, 31, 2, 'S')
(32, 33, 2, 'S')
(33, 34, 0, 'R')
(35, 34, 1, 'S')
(35, 36, 0, 'R')
(37, 36, 1, 'S')
(37, 38, 0, 'R')
(38, 39, 1, 'S')
(39, 40, 0, 'R')
(40, 41, 2, 'S')
(42, 43, 2, 'S')
(43, 44, 0, 'R')
(45, 44, 1, 'S')
(45, 46, 0, 'R')
(47, 46, 1, 'S')
(47, 48, 0, 'R')
(48, 49, 1, 'S')
(49, 50, 0, 'R')
(50, 51, 2, 'S')
(53, 52, 2, 'S')
(53, 54, 0, 'R')
(55, 54, 2, 'S')
(55, 56, 0, 'R')
(56, 57, 2, 'S')
(59, 58, 2, 'S')
(59, 60, 0, 'R')
(61, 60, 2, 'S')
(61, 62, 0, 'R')
(62, 63, 2, 'S')
(64, 65, 2, 'S')
(65, 66, 0, 'R')
(66, 67, 3, 'S')
(67, 68, 0, 'R')
(68, 69, 2, 'S')
(71, 70, 2, 'S')
(71, 72, 0, 'R')
(73, 72, 2, 'S')
(73, 74, 0, 'R')
(75, 74, 2, 'S')
(75, 76, 0, 'R')
(77, 76, 2, 'S')
(77, 78, 0, 'R')
(79, 78, 2, 'S')
(79, 80, 0, 'R')
(80, 81, 2, 'S')
(81, 82, 0, 'R')
(82, 83, 3, 'S')
(83, 84, 0, 'R')
(84, 85, 2, 'S')
(86, 87, 2, 'S')
(89, 88, 2, 'S')
(89, 90, 0, 'R')
(91, 90, 2, 'S')
(91, 92, 0, 'R')
(93, 92, 2, 'S')
(93, 94, 0, 'R')
(94, 95, 2, 'S')
(95, 96, 0, 'R')
(96, 97, 3, 'S')
(97, 98, 0, 'R')
(99, 98, 2, 'S')
(99, 100, 0, 'R')
(100, 101, 2, 'S')
(101, 102, 0, 'R')
(102, 103, 3, 'S')
(103, 104, 0, 'R')
(104, 105, 2, 'S')
(105, 106, 0, 'R')
(106, 107, 1, 'S')
(107, 108, 0, 'R')
(108, 109, 2, 'S')
(110, 111, 2, 'S')
(112, 113, 2, 'S')
(114, 115, 2, 'S')
(117, 116, 2, 'S')
(117, 118, 0, 'R')
(118, 119, 2, 'S')
(120, 121, 2, 'S')
(121, 122, 0, 'R')
(122, 123, 1, 'S')
(123, 124, 0, 'R')
(124, 125, 2, 'S')
(126, 127, 2, 'S')
(127, 128, 0, 'R')
(128, 129, 1, 'S')
(129, 130, 0, 'R')
(130, 131, 1, 'S')
(131, 132, 0, 'R')
(132, 133, 1, 'S')
(133, 134, 0, 'R')
(134, 135, 1, 'S')
(135, 136, 0, 'R')
(136, 137, 1, 'S')
(137, 138, 0, 'R')
(138, 139, 2, 'S')
(140, 141, 2, 'S')
(142, 143, 2, 'S')
(144, 145, 2, 'S')
(146, 147, 2, 'S')
(149, 148, 2, 'S')
(149, 150, 0, 'R')
(151, 150, 2, 'S')
(151, 152, 0, 'R')
(152, 153, 2, 'S')
(153, 154, 0, 'R')
(154, 155, 2, 'S')
(155, 156, 0, 'R')
(156, 157, 2, 'S')
(158, 159, 2, 'S')
(160, 161, 2, 'S')
(162, 163, 0, 'S')
(1, 60, 0, 'SV')
(2, 59, 0, 'SV')
(3, 62, 0, 'SV')
(4, 61, 0, 'SV')
(21, 26, 0, 'SV')
(22, 25, 0, 'SV')
(11, 17, 0, 'SV')
(14, 14, 0, 'SV')
(19, 24, 0, 'SV')
(20, 23, 0, 'SV')
(27, 30, 0, 'SV')
(35, 38, 0, 'SV')
(45, 48, 0, 'SV')
(53, 72, 0, 'SV')
(54, 71, 0, 'SV')
(55, 74, 0, 'SV')
(56, 73, 0, 'SV')
(59, 62, 0, 'SV')
(66, 67, 0, 'SV')
(75, 77, 0, 'SV')
(76, 78, 0, 'SV')
(79, 85, 0, 'SV')
(82, 82, 0, 'SV')
(89, 91, 0, 'SV')
(90, 92, 0, 'SV')
(93, 99, 0, 'SV')
(96, 96, 0, 'SV')
(102, 103, 0, 'SV')
(105, 108, 0, 'SV')
(117, 119, 0, 'SV')
(149, 151, 0, 'SV')
(149, 155, 0, 'SV')
