[72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 96, 97, 98, 99, 100, 108, 107, 106, 105, 104, 103, 102, 111, 112, 113, 114, 115, 110, 109, 101, 118, 117, 120, 121, 119, 116, 95]
(72, 73, 3, 'S')
(73, 74, 2, 'R')
(74, 75, 2, 'S')
(75, 76, 2, 'R')
(76, 77, 3, 'S')
(77, 78, 3, 'R')
(78, 79, 3, 'S')
(79, 80, 3, 'R')
(80, 81, 3, 'S')
(81, 82, 3, 'R')
(82, 83, 1, 'SV')
(82, 83, 4, 'S')
(83, 84, 3, 'R')
(84, 85, 3, 'S')
(85, 86, 3, 'R')
(86, 87, 3, 'S')
(87, 88, 3, 'R')
(88, 89, 3, 'S')
(89, 90, 3, 'R')
(90, 91, 3, 'S')
(91, 92, 3, 'R')
(93, 92, 3, 'S')
(93, 94, 2, 'R')
(93, 95, 1, 'SV')
(94, 96, 1, 'SV')
(95, 94, 3, 'S')
(96, 97, 3, 'S')
(95, 96, 2, 'R')
(97, 98, 3, 'R')
(99, 98, 3, 'S')
(99, 100, 3, 'R')
(100, 108, 1, 'SV')
(101, 100, 4, 'S')
(107, 108, 5, 'R')
(108, 109, 6, 'S')
(107, 106, 6, 'S')
(105, 106, 5, 'R')
(106, 119, 1, 'SV')
(105, 104, 6, 'S')
(105, 118, 1, 'SV')
(103, 104, 5, 'R')
(102, 103, 5, 'S')
(111, 102, 1, 'SV')
(101, 102, 4, 'R')
(111, 112, 3, 'R')
(111, 110, 4, 'S')
(112, 113, 3, 'S')
(113, 114, 3, 'R')
(114, 115, 3, 'S')
(109, 110, 4, 'R')
(117, 118, 1, 'R')
(119, 118, 2, 'S')
(117, 120, 1, 'SV')
(117, 116, 2, 'S')
(120, 121, 2, 'S')
(119, 120, 1, 'R')
